miRNA name	pos:mut	trimmed_NGN2_nc-DMSO_rep3-2_SRR22127395	trimmed_NGN2_nc-DMSO_rep2-6_SRR22127727	trimmed_NGN2_nc-DMSO_rep3-1_SRR22127396	trimmed_NGN2_nc-DMSO_rep1-1_SRR22127348	trimmed_NGN2_nc-DMSO_rep3-4_SRR22127393	trimmed_NGN2_nc-DMSO_rep2-3_SRR22127730	trimmed_NGN2_nc-DMSO_rep3-6_SRR22127391	trimmed_NGN2_nc-DMSO_rep1-4_SRR22127345	trimmed_NGN2_nc-DMSO_rep5-3_SRR22127956	trimmed_NGN2_nc-DMSO_rep1-3_SRR22127346	trimmed_NGN2_nc-DMSO_rep4-5_SRR22127518	trimmed_NGN2_nc-DMSO_rep4-8_SRR22128365	trimmed_NGN2_nc-DMSO_rep2-2_SRR22127731	trimmed_NGN2_nc-DMSO_rep4-2_SRR22127521	trimmed_NGN2_nc-DMSO_rep4-3_SRR22127520	trimmed_NGN2_nc-DMSO_rep5-5_SRR22128450	trimmed_NGN2_nc-DMSO_rep3-3_SRR22127394	trimmed_NGN2_nc-DMSO_rep1-6_SRR22127655	trimmed_NGN2_nc-DMSO_rep6-3_SRR22128646	trimmed_NGN2_nc-DMSO_rep2-5_SRR22127728	trimmed_NGN2_nc-DMSO_rep4-7_SRR22128366	trimmed_NGN2_nc-DMSO_rep1-8_SRR22127653	trimmed_NGN2_nc-DMSO_rep5-1_SRR22127958	trimmed_NGN2_nc-DMSO_rep6-6_SRR22128643	trimmed_NGN2_nc-DMSO_rep3-7_SRR22128066	trimmed_NGN2_nc-DMSO_rep6-5_SRR22128644	trimmed_NGN2_nc-DMSO_rep2-1_SRR22127732	trimmed_NGN2_nc-DMSO_rep4-6_SRR22127517	trimmed_NGN2_nc-DMSO_rep5-8_SRR22128447	trimmed_NGN2_nc-DMSO_rep5-6_SRR22128449	trimmed_NGN2_nc-DMSO_rep6-2_SRR22128647	trimmed_NGN2_nc-DMSO_rep5-2_SRR22127957	trimmed_NGN2_nc-DMSO_rep4-1_SRR22127522	trimmed_NGN2_nc-DMSO_rep3-8_SRR22128065	trimmed_NGN2_nc-DMSO_rep1-2_SRR22127347	trimmed_NGN2_nc-DMSO_rep5-4_SRR22127955	trimmed_NGN2_nc-DMSO_rep5-7_SRR22128448	trimmed_NGN2_nc-DMSO_rep2-4_SRR22127729	trimmed_NGN2_nc-DMSO_rep3-5_SRR22127392	trimmed_NGN2_nc-DMSO_rep4-4_SRR22127519	trimmed_NGN2_nc-DMSO_rep1-7_SRR22127654	trimmed_NGN2_nc-DMSO_rep1-5_SRR22127656	trimmed_NGN2_nc-DMSO_rep3-2_SRR22127395 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-6_SRR22127727 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep3-1_SRR22127396 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep1-1_SRR22127348 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep3-4_SRR22127393 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-3_SRR22127730 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep3-6_SRR22127391 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep1-4_SRR22127345 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep5-3_SRR22127956 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep1-3_SRR22127346 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep4-5_SRR22127518 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep4-8_SRR22128365 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-2_SRR22127731 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep4-2_SRR22127521 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep4-3_SRR22127520 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep5-5_SRR22128450 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep3-3_SRR22127394 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep1-6_SRR22127655 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep6-3_SRR22128646 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-5_SRR22127728 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep4-7_SRR22128366 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep1-8_SRR22127653 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep5-1_SRR22127958 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep6-6_SRR22128643 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep3-7_SRR22128066 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep6-5_SRR22128644 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-1_SRR22127732 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep4-6_SRR22127517 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep5-8_SRR22128447 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep5-6_SRR22128449 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep6-2_SRR22128647 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep5-2_SRR22127957 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep4-1_SRR22127522 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep3-8_SRR22128065 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep1-2_SRR22127347 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep5-4_SRR22127955 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep5-7_SRR22128448 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-4_SRR22127729 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep3-5_SRR22127392 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep4-4_SRR22127519 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep1-7_SRR22127654 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep1-5_SRR22127656 (PM+1MM+2MM)
hsa-let-7a-5p	22:TC	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	3.0	4.0	45.0	6.0	1.0	13.0	126.0	48.0	178.0	189.0	305.0	0.0	118.0	118.0	74.0	3.0	253.0	147.0	7.0	252.0	402.0	20.0	488.0	18.0	127.0	0.0	177.0	184.0	67.0	451.0	20.0	100.0	27.0	79.0	59.0	83.0	1.0	13.0	155.0	361.0	182.0
hsa-let-7a-5p	22:TG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	45.0	6.0	1.0	13.0	126.0	48.0	178.0	189.0	305.0	0.0	118.0	118.0	74.0	3.0	253.0	147.0	7.0	252.0	402.0	20.0	488.0	18.0	127.0	0.0	177.0	184.0	67.0	451.0	20.0	100.0	27.0	79.0	59.0	83.0	1.0	13.0	155.0	361.0	182.0
hsa-let-7a-5p	21:TA,22:TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	45.0	6.0	1.0	13.0	126.0	48.0	178.0	189.0	305.0	0.0	118.0	118.0	74.0	3.0	253.0	147.0	7.0	252.0	402.0	20.0	488.0	18.0	127.0	0.0	177.0	184.0	67.0	451.0	20.0	100.0	27.0	79.0	59.0	83.0	1.0	13.0	155.0	361.0	182.0
hsa-let-7b-5p	PM	1.0	0.0	7.0	2.0	11.0	0.0	1.0	0.0	6.0	0.0	4.0	3.0	1.0	4.0	6.0	2.0	3.0	0.0	22.0	0.0	3.0	2.0	0.0	45.0	8.0	30.0	0.0	4.0	6.0	4.0	46.0	1.0	2.0	13.0	1.0	0.0	2.0	0.0	7.0	6.0	3.0	0.0	1.0	0.0	7.0	2.0	12.0	0.0	1.0	0.0	6.0	2.0	4.0	3.0	1.0	4.0	6.0	2.0	4.0	0.0	23.0	0.0	3.0	2.0	0.0	48.0	10.0	31.0	0.0	4.0	6.0	4.0	51.0	1.0	2.0	14.0	1.0	0.0	2.0	0.0	7.0	6.0	3.0	0.0
hsa-let-7b-5p	8:GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	2.0	12.0	0.0	1.0	0.0	6.0	2.0	4.0	3.0	1.0	4.0	6.0	2.0	4.0	0.0	23.0	0.0	3.0	2.0	0.0	48.0	10.0	31.0	0.0	4.0	6.0	4.0	51.0	1.0	2.0	14.0	1.0	0.0	2.0	0.0	7.0	6.0	3.0	0.0
hsa-let-7b-5p	11:GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	2.0	12.0	0.0	1.0	0.0	6.0	2.0	4.0	3.0	1.0	4.0	6.0	2.0	4.0	0.0	23.0	0.0	3.0	2.0	0.0	48.0	10.0	31.0	0.0	4.0	6.0	4.0	51.0	1.0	2.0	14.0	1.0	0.0	2.0	0.0	7.0	6.0	3.0	0.0
hsa-let-7b-5p	22:TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	2.0	12.0	0.0	1.0	0.0	6.0	2.0	4.0	3.0	1.0	4.0	6.0	2.0	4.0	0.0	23.0	0.0	3.0	2.0	0.0	48.0	10.0	31.0	0.0	4.0	6.0	4.0	51.0	1.0	2.0	14.0	1.0	0.0	2.0	0.0	7.0	6.0	3.0	0.0
hsa-let-7b-5p	22:TC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	2.0	12.0	0.0	1.0	0.0	6.0	2.0	4.0	3.0	1.0	4.0	6.0	2.0	4.0	0.0	23.0	0.0	3.0	2.0	0.0	48.0	10.0	31.0	0.0	4.0	6.0	4.0	51.0	1.0	2.0	14.0	1.0	0.0	2.0	0.0	7.0	6.0	3.0	0.0
hsa-let-7c-5p	PM	0.0	0.0	0.0	2.0	0.0	0.0	1.0	16.0	4.0	6.0	9.0	13.0	0.0	0.0	6.0	10.0	0.0	18.0	17.0	0.0	23.0	18.0	4.0	16.0	1.0	5.0	0.0	4.0	33.0	8.0	22.0	19.0	0.0	0.0	0.0	3.0	2.0	1.0	0.0	6.0	22.0	7.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	16.0	4.0	6.0	9.0	13.0	0.0	0.0	7.0	10.0	0.0	21.0	17.0	0.0	23.0	18.0	4.0	16.0	1.0	5.0	0.0	4.0	33.0	8.0	22.0	19.0	0.0	0.0	0.0	3.0	2.0	1.0	0.0	6.0	22.0	8.0
hsa-let-7c-5p	16:TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	16.0	4.0	6.0	9.0	13.0	0.0	0.0	7.0	10.0	0.0	21.0	17.0	0.0	23.0	18.0	4.0	16.0	1.0	5.0	0.0	4.0	33.0	8.0	22.0	19.0	0.0	0.0	0.0	3.0	2.0	1.0	0.0	6.0	22.0	8.0
hsa-let-7c-5p	16:TC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	16.0	4.0	6.0	9.0	13.0	0.0	0.0	7.0	10.0	0.0	21.0	17.0	0.0	23.0	18.0	4.0	16.0	1.0	5.0	0.0	4.0	33.0	8.0	22.0	19.0	0.0	0.0	0.0	3.0	2.0	1.0	0.0	6.0	22.0	8.0
